node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,-50.59136412,972.42134703,18318.0,28800.0,-1.0,600.0,0.0,
C1,Customer,111.04117618,1131.10642633,16661.0,28800.0,-1.0,600.0,0.0,
C2,Customer,-4.4066062000000015,1047.70718308,11223.0,28800.0,-1.0,600.0,0.0,
C3,Customer,81.63173115,990.35137811,6364.0,27443.0,-1.0,600.0,0.0,
C4,Customer,212.97972156,1146.85649396,4404.0,28800.0,-1.0,600.0,0.0,
C5,Customer,274.43567571,1049.21501934,9394.0,28800.0,-1.0,600.0,0.0,
C6,Customer,62.70834111,989.21976028,0.0,20296.0,-1.0,600.0,0.0,
C7,Customer,151.6030614,957.07203413,0.0,16887.0,-1.0,600.0,0.0,
C8,Customer,-111.21451283,1164.68916906,1762.0,20134.0,-1.0,600.0,0.0,
C9,Customer,261.0,1024.0,23229.0,28800.0,-1.0,600.0,0.0,
C10,Customer,-21.22960264,1202.07088811,8993.0,20619.0,-1.0,600.0,0.0,
C11,Customer,6.01030644,1025.16633784,0.0,12670.0,-1.0,600.0,0.0,
C12,Customer,194.80730126,1121.81291713,4028.0,26313.0,-1.0,600.0,0.0,
C13,Customer,55.19138085,1163.99453676,4314.0,11820.0,-1.0,600.0,0.0,
C14,Customer,4068.24244769,1984.16888951,5301.0,18916.0,-1.0,600.0,0.0,
C15,Customer,4287.06617097,2175.93906014,18348.0,28800.0,-1.0,600.0,0.0,
C16,Customer,3286.98237286,3320.81725731,8691.0,28800.0,-1.0,600.0,0.0,
C17,Customer,3693.96114054,3471.39007743,0.0,13000.0,-1.0,600.0,0.0,
C18,Customer,3652.6392652,3498.32433682,19576.0,26971.0,-1.0,600.0,0.0,
