node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,3962.0,2745.0,0.0,11795.0,-1.0,600.0,0.0,
C1,Customer,780.0,2392.0,8807.0,27781.0,-1.0,600.0,0.0,
C2,Customer,3823.0,177.0,6969.0,28800.0,-1.0,600.0,0.0,
C3,Customer,3302.0,3246.0,0.0,13739.0,-1.0,600.0,0.0,
C4,Customer,1521.0,3785.0,2257.0,28800.0,-1.0,600.0,0.0,
C5,Customer,102.0,4132.0,0.0,28800.0,-1.0,600.0,0.0,
C6,Customer,4165.0,4616.0,5763.0,28800.0,-1.0,600.0,0.0,
C7,Customer,4438.0,483.0,0.0,28800.0,-1.0,600.0,0.0,
C8,Customer,62.0,1428.0,5606.0,28800.0,-1.0,600.0,0.0,
C9,Customer,3084.0,3117.0,6660.0,28800.0,-1.0,600.0,0.0,
C10,Customer,59.0,3929.0,0.0,19825.0,-1.0,600.0,0.0,
C11,Customer,4593.0,4268.0,0.0,24238.0,-1.0,600.0,0.0,
C12,Customer,4458.0,2649.0,0.0,28800.0,-1.0,600.0,0.0,
C13,Customer,3805.0,965.0,11791.0,28800.0,-1.0,600.0,0.0,
C14,Customer,1500.0,4094.0,10624.0,28800.0,-1.0,600.0,0.0,
C15,Customer,4040.0,4199.0,342.0,28800.0,-1.0,600.0,0.0,
C16,Customer,1426.0,3386.0,13526.0,28800.0,-1.0,600.0,0.0,
C17,Customer,813.0,3014.0,14221.0,28800.0,-1.0,600.0,0.0,
C18,Customer,4572.0,4711.0,0.0,18290.0,-1.0,600.0,0.0,
C19,Customer,199.0,4625.0,0.0,23038.0,-1.0,600.0,0.0,
C20,Customer,584.0,17.0,0.0,28800.0,-1.0,600.0,0.0,
