node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,3020.68033883,4750.84814045,0.0,28800.0,-1.0,600.0,0.0,
C1,Customer,3063.72838554,4569.51312967,0.0,27643.0,-1.0,600.0,0.0,
C2,Customer,2966.27579891,4451.92114493,0.0,28800.0,-1.0,600.0,0.0,
C3,Customer,4685.55927449,2799.06292455,246.0,28800.0,-1.0,600.0,0.0,
C4,Customer,4819.7309168,2965.57746151,0.0,16315.0,-1.0,600.0,0.0,
C5,Customer,4851.16783319,2761.14688708,0.0,22661.0,-1.0,600.0,0.0,
C6,Customer,4766.6460309,2973.96889053,581.0,28800.0,-1.0,600.0,0.0,
C7,Customer,4785.801102699998,2927.54350118,2966.0,28800.0,-1.0,600.0,0.0,
C8,Customer,4787.41645617,2871.04372628,0.0,28800.0,-1.0,600.0,0.0,
C9,Customer,4832.74077745,2815.6942727,16091.0,28800.0,-1.0,600.0,0.0,
C10,Customer,4736.84617736,2586.70760515,7752.0,25395.0,-1.0,600.0,0.0,
C11,Customer,4784.48100226,2571.2467146,0.0,22291.0,-1.0,600.0,0.0,
C12,Customer,4799.5654687,2783.41954056,7003.0,28800.0,-1.0,600.0,0.0,
C13,Customer,4918.64507126,2765.0905632,3545.0,28800.0,-1.0,600.0,0.0,
C14,Customer,4827.76765106,2781.25979816,0.0,28800.0,-1.0,600.0,0.0,
C15,Customer,4732.20521837,2835.76358669,0.0,28800.0,-1.0,600.0,0.0,
C16,Customer,3684.00785239,4348.50218516,0.0,28080.0,-1.0,600.0,0.0,
C17,Customer,3717.48886783,4101.97235709,7130.0,28800.0,-1.0,600.0,0.0,
