node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,2444.89946588,82.72175504,16904.0,24433.0,-1.0,600.0,0.0,
C1,Customer,2580.10975174,285.03144284,17147.0,28800.0,-1.0,600.0,0.0,
C2,Customer,2573.51437424,138.30409325,0.0,20054.0,-1.0,600.0,0.0,
C3,Customer,2642.08477811,20.08251482,8574.0,21649.0,-1.0,600.0,0.0,
C4,Customer,2516.88508239,14.30024062,3381.0,14012.0,-1.0,600.0,0.0,
C5,Customer,4394.01080367,2053.80590709,9273.0,23898.0,-1.0,600.0,0.0,
C6,Customer,4332.34207061,2141.28356165,15096.0,26800.0,-1.0,600.0,0.0,
C7,Customer,4188.81340894,2194.87778466,0.0,6813.0,-1.0,600.0,0.0,
C8,Customer,4389.83764735,2142.71557226,7948.0,28800.0,-1.0,600.0,0.0,
C9,Customer,4316.94142115,2400.90804963,0.0,14201.0,-1.0,600.0,0.0,
C10,Customer,4339.35772244,2186.82254347,8522.0,28800.0,-1.0,600.0,0.0,
C11,Customer,4339.49033094,2218.39686347,0.0,23290.0,-1.0,600.0,0.0,
C12,Customer,4348.747704500001,2152.4393175,19740.0,28800.0,-1.0,600.0,0.0,
C13,Customer,4185.66460741,2239.52931974,6576.0,28800.0,-1.0,600.0,0.0,
C14,Customer,4391.96221281,2195.99538171,6455.0,28800.0,-1.0,600.0,0.0,
C15,Customer,4318.389168399999,2270.55810418,2657.0,22972.0,-1.0,600.0,0.0,
C16,Customer,4368.29302335,2110.44286187,15831.0,28800.0,-1.0,600.0,0.0,
C17,Customer,4905.42340836,4029.95411024,14111.0,28800.0,-1.0,600.0,0.0,
