node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,3519.41315131,3860.66915759,0.0,13190.0,-1.0,600.0,0.0,
C1,Customer,3607.1765099,3946.33525245,15083.0,22651.0,-1.0,600.0,0.0,
C2,Customer,3764.18973676,3837.57169661,17931.0,28800.0,-1.0,600.0,0.0,
C3,Customer,3705.11972697,3865.8213297,0.0,7992.0,-1.0,600.0,0.0,
C4,Customer,3551.98969358,4022.48567376,16529.0,28800.0,-1.0,600.0,0.0,
C5,Customer,3755.86465675,3794.82001191,18463.0,28800.0,-1.0,600.0,0.0,
C6,Customer,3721.16256472,4051.62019589,5829.0,28800.0,-1.0,600.0,0.0,
C7,Customer,3510.66083756,3793.52446696,14825.0,28800.0,-1.0,600.0,0.0,
C8,Customer,3493.5677133,3963.10321723,18033.0,28800.0,-1.0,600.0,0.0,
C9,Customer,3712.71231163,3822.60675918,0.0,10263.0,-1.0,600.0,0.0,
BS0,BaseStation,0.0,0.0,,,,,,46.0
BS1,BaseStation,2500.0,0.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1250.0,2165.0,,,,,,46.0
BS4,BaseStation,3750.0,2165.0,,,,,,46.0
BS5,BaseStation,0.0,4330.0,,,,,,46.0
BS6,BaseStation,2500.0,4330.0,,,,,,46.0
BS7,BaseStation,5000.0,4330.0,,,,,,46.0
