node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,2616.0,4681.0,0.0,19739.0,-1.0,600.0,0.0,
C1,Customer,3434.0,2159.0,0.0,28800.0,-1.0,600.0,0.0,
C2,Customer,4443.0,1526.0,0.0,21410.0,-1.0,600.0,0.0,
C3,Customer,108.0,4540.0,700.0,28800.0,-1.0,600.0,0.0,
C4,Customer,4365.0,3783.0,13901.0,28800.0,-1.0,600.0,0.0,
C5,Customer,1114.0,3022.0,13186.0,28800.0,-1.0,600.0,0.0,
C6,Customer,1196.0,4356.0,0.0,19119.0,-1.0,600.0,0.0,
C7,Customer,4632.0,2761.0,706.0,28800.0,-1.0,600.0,0.0,
C8,Customer,4599.0,731.0,0.0,28102.0,-1.0,600.0,0.0,
C9,Customer,2079.0,2708.0,0.0,23034.0,-1.0,600.0,0.0,
C10,Customer,2262.0,4034.0,3312.0,28800.0,-1.0,600.0,0.0,
C11,Customer,481.0,781.0,0.0,19552.0,-1.0,600.0,0.0,
C12,Customer,3211.0,4541.0,0.0,28055.0,-1.0,600.0,0.0,
C13,Customer,2022.0,3296.0,0.0,28800.0,-1.0,600.0,0.0,
C14,Customer,3217.0,2703.0,0.0,28800.0,-1.0,600.0,0.0,
C15,Customer,4380.0,2738.0,0.0,27389.0,-1.0,600.0,0.0,
C16,Customer,3371.0,3788.0,1863.0,17507.0,-1.0,600.0,0.0,
C17,Customer,1663.0,933.0,0.0,28800.0,-1.0,600.0,0.0,
C18,Customer,4460.0,4916.0,3253.0,28800.0,-1.0,600.0,0.0,
C19,Customer,1288.0,4947.0,9386.0,28800.0,-1.0,600.0,0.0,
C20,Customer,3845.0,2586.0,0.0,28800.0,-1.0,600.0,0.0,
