node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,2177.0,4324.0,0.0,14136.0,-1.0,600.0,0.0,
C1,Customer,4967.0,2717.0,19452.0,28800.0,-1.0,600.0,0.0,
C2,Customer,4822.0,2975.0,2000.0,14912.0,-1.0,600.0,0.0,
C3,Customer,3716.0,1642.0,16940.0,27427.0,-1.0,600.0,0.0,
C4,Customer,2605.0,485.0,4923.0,20258.0,-1.0,600.0,0.0,
C5,Customer,311.0,3892.0,13369.0,28800.0,-1.0,600.0,0.0,
C6,Customer,4159.0,4895.0,2602.0,11543.0,-1.0,600.0,0.0,
C7,Customer,4720.0,2530.0,7570.0,20149.0,-1.0,600.0,0.0,
C8,Customer,4424.0,2115.0,13257.0,25642.0,-1.0,600.0,0.0,
C9,Customer,887.0,2678.0,4842.0,25792.0,-1.0,600.0,0.0,
C10,Customer,2960.0,2275.0,12229.0,28800.0,-1.0,600.0,0.0,
C11,Customer,4909.0,4756.0,12899.0,24709.0,-1.0,600.0,0.0,
C12,Customer,2974.0,3622.0,0.0,13660.0,-1.0,600.0,0.0,
C13,Customer,3976.0,4470.0,5323.0,15129.0,-1.0,600.0,0.0,
C14,Customer,163.0,4908.0,14082.0,28800.0,-1.0,600.0,0.0,
C15,Customer,1210.0,4892.0,16899.0,28800.0,-1.0,600.0,0.0,
C16,Customer,4796.0,210.0,17229.0,28800.0,-1.0,600.0,0.0,
C17,Customer,182.0,3210.0,0.0,19014.0,-1.0,600.0,0.0,
C18,Customer,1559.0,81.0,0.0,8247.0,-1.0,600.0,0.0,
C19,Customer,4997.0,2977.0,16095.0,28800.0,-1.0,600.0,0.0,
