node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,1312.08304313,1373.44890525,14678.0,23064.0,-1.0,600.0,0.0,
C1,Customer,1197.73786884,1248.1141345,8403.0,18101.0,-1.0,600.0,0.0,
C2,Customer,1322.97144752,1134.98577438,15447.0,28800.0,-1.0,600.0,0.0,
C3,Customer,1171.7872158,1329.54044379,3809.0,17762.0,-1.0,600.0,0.0,
C4,Customer,1332.4478787,1057.64511566,13792.0,24536.0,-1.0,600.0,0.0,
C5,Customer,3459.29141593,2620.00016696,13030.0,28800.0,-1.0,600.0,0.0,
C6,Customer,3394.77762347,2596.82073092,22421.0,28800.0,-1.0,600.0,0.0,
C7,Customer,3465.0265902,2690.13424255,10774.0,28394.0,-1.0,600.0,0.0,
C8,Customer,3261.07705535,2639.75986654,0.0,20196.0,-1.0,600.0,0.0,
C9,Customer,3326.00931476,2584.22313659,577.0,11212.0,-1.0,600.0,0.0,
C10,Customer,3603.71140458,1595.70396598,13784.0,28800.0,-1.0,600.0,0.0,
C11,Customer,3500.45481119,1448.13363707,0.0,19044.0,-1.0,600.0,0.0,
C12,Customer,3620.27404273,1427.07925777,0.0,6349.0,-1.0,600.0,0.0,
C13,Customer,3363.73906302,1398.82858688,22464.0,28800.0,-1.0,600.0,0.0,
C14,Customer,3485.82644228,1476.06347373,9980.0,28800.0,-1.0,600.0,0.0,
C15,Customer,3563.12471322,1475.96758904,16929.0,25392.0,-1.0,600.0,0.0,
C16,Customer,3478.71060849,1276.49624867,0.0,16137.0,-1.0,600.0,0.0,
C17,Customer,3636.3472328,1528.09726463,8295.0,28800.0,-1.0,600.0,0.0,
