node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,1873.0,101.0,0.0,28800.0,-1.0,600.0,0.0,
C1,Customer,4491.0,2424.0,12140.0,27308.0,-1.0,600.0,0.0,
C2,Customer,2295.0,4280.0,2130.0,28800.0,-1.0,600.0,0.0,
C3,Customer,3577.0,2082.0,13722.0,28800.0,-1.0,600.0,0.0,
C4,Customer,54.0,986.0,0.0,28800.0,-1.0,600.0,0.0,
C5,Customer,1316.0,523.0,0.0,27039.0,-1.0,600.0,0.0,
C6,Customer,3198.0,2668.0,0.0,25324.0,-1.0,600.0,0.0,
C7,Customer,19.0,3211.0,0.0,28474.0,-1.0,600.0,0.0,
C8,Customer,1007.0,2408.0,11436.0,27677.0,-1.0,600.0,0.0,
C9,Customer,3781.0,3966.0,0.0,28800.0,-1.0,600.0,0.0,
C10,Customer,4820.0,3249.0,3061.0,28800.0,-1.0,600.0,0.0,
C11,Customer,208.0,4044.0,0.0,16815.0,-1.0,600.0,0.0,
C12,Customer,2704.0,4042.0,0.0,28800.0,-1.0,600.0,0.0,
C13,Customer,2233.0,4682.0,0.0,28800.0,-1.0,600.0,0.0,
C14,Customer,2144.0,3211.0,1585.0,19261.0,-1.0,600.0,0.0,
C15,Customer,2326.0,4810.0,1814.0,28800.0,-1.0,600.0,0.0,
C16,Customer,1416.0,3532.0,0.0,22354.0,-1.0,600.0,0.0,
C17,Customer,4926.0,2801.0,0.0,28800.0,-1.0,600.0,0.0,
C18,Customer,1884.0,2416.0,0.0,21562.0,-1.0,600.0,0.0,
C19,Customer,1193.0,1546.0,11626.0,28800.0,-1.0,600.0,0.0,
C20,Customer,1866.0,770.0,0.0,20777.0,-1.0,600.0,0.0,
