node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,1862.0,2405.0,0.0,28800.0,-1.0,600.0,0.0,
C1,Customer,550.0,2745.0,397.0,28800.0,-1.0,600.0,0.0,
C2,Customer,3751.0,4503.0,7473.0,28800.0,-1.0,600.0,0.0,
C3,Customer,1672.0,1053.0,0.0,18472.0,-1.0,600.0,0.0,
C4,Customer,2040.0,2977.0,0.0,16873.0,-1.0,600.0,0.0,
C5,Customer,903.0,3893.0,0.0,24517.0,-1.0,600.0,0.0,
C6,Customer,504.0,2679.0,0.0,24402.0,-1.0,600.0,0.0,
C7,Customer,3811.0,2995.0,0.0,13277.0,-1.0,600.0,0.0,
C8,Customer,1479.0,4950.0,0.0,24377.0,-1.0,600.0,0.0,
C9,Customer,4496.0,4103.0,0.0,23279.0,-1.0,600.0,0.0,
C10,Customer,3128.0,2665.0,0.0,28800.0,-1.0,600.0,0.0,
C11,Customer,3821.0,3057.0,7606.0,28800.0,-1.0,600.0,0.0,
C12,Customer,2711.0,3968.0,0.0,12338.0,-1.0,600.0,0.0,
C13,Customer,280.0,851.0,0.0,21421.0,-1.0,600.0,0.0,
C14,Customer,1028.0,1400.0,0.0,28800.0,-1.0,600.0,0.0,
C15,Customer,2660.0,3793.0,6468.0,28800.0,-1.0,600.0,0.0,
C16,Customer,2353.0,3331.0,0.0,22072.0,-1.0,600.0,0.0,
C17,Customer,2391.0,126.0,13897.0,28800.0,-1.0,600.0,0.0,
C18,Customer,153.0,577.0,0.0,28800.0,-1.0,600.0,0.0,
C19,Customer,3860.0,804.0,9174.0,28800.0,-1.0,600.0,0.0,
BS0,BaseStation,176.0,40.0,,,,,,46.0
BS1,BaseStation,2597.0,224.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1345.0,2149.0,,,,,,46.0
BS4,BaseStation,3739.0,2206.0,,,,,,46.0
BS5,BaseStation,14.0,4475.0,,,,,,46.0
BS6,BaseStation,2576.0,4342.0,,,,,,46.0
BS7,BaseStation,5000.0,4363.0,,,,,,46.0
