node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,2510.0,771.0,0.0,6318.0,-1.0,600.0,0.0,
C1,Customer,4210.0,164.0,15637.0,24459.0,-1.0,600.0,0.0,
C2,Customer,3208.0,3662.0,0.0,13419.0,-1.0,600.0,0.0,
C3,Customer,4220.0,4510.0,14757.0,28800.0,-1.0,600.0,0.0,
C4,Customer,110.0,1364.0,0.0,22537.0,-1.0,600.0,0.0,
C5,Customer,213.0,3446.0,1026.0,27954.0,-1.0,600.0,0.0,
C6,Customer,2519.0,3831.0,20568.0,28800.0,-1.0,600.0,0.0,
C7,Customer,3751.0,1944.0,14374.0,28800.0,-1.0,600.0,0.0,
C8,Customer,2408.0,3370.0,8414.0,26551.0,-1.0,600.0,0.0,
C9,Customer,4225.0,3880.0,0.0,13239.0,-1.0,600.0,0.0,
C10,Customer,1322.0,2059.0,11491.0,25073.0,-1.0,600.0,0.0,
C11,Customer,4880.0,1709.0,4807.0,28800.0,-1.0,600.0,0.0,
C12,Customer,1236.0,4915.0,0.0,14858.0,-1.0,600.0,0.0,
C13,Customer,1625.0,1044.0,14429.0,28800.0,-1.0,600.0,0.0,
C14,Customer,1408.0,4428.0,12508.0,28800.0,-1.0,600.0,0.0,
C15,Customer,4352.0,7.0,0.0,9471.0,-1.0,600.0,0.0,
C16,Customer,773.0,840.0,4029.0,18381.0,-1.0,600.0,0.0,
C17,Customer,4809.0,3875.0,3169.0,28800.0,-1.0,600.0,0.0,
C18,Customer,3189.0,1911.0,9909.0,28800.0,-1.0,600.0,0.0,
C19,Customer,3821.0,3964.0,11271.0,21284.0,-1.0,600.0,0.0,
