node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,1936.63132257,4168.25949193,0.0,28129.0,-1.0,600.0,0.0,
C1,Customer,1889.42175984,4296.86158371,4250.0,28800.0,-1.0,600.0,0.0,
C2,Customer,1825.50720024,4187.66189195,0.0,28800.0,-1.0,600.0,0.0,
C3,Customer,1821.64599364,4475.99935037,4177.0,28800.0,-1.0,600.0,0.0,
C4,Customer,1967.79760558,4364.07515717,0.0,27494.0,-1.0,600.0,0.0,
C5,Customer,1749.88062096,4324.64604882,0.0,28800.0,-1.0,600.0,0.0,
C6,Customer,1747.30405442,4273.66186511,0.0,26261.0,-1.0,600.0,0.0,
C7,Customer,1785.58409467,4304.26264179,4025.0,28800.0,-1.0,600.0,0.0,
C8,Customer,1837.47740189,4276.1714161,0.0,23199.0,-1.0,600.0,0.0,
C9,Customer,1756.57564948,4101.4324009,4710.0,28800.0,-1.0,600.0,0.0,
BS0,BaseStation,176.0,40.0,,,,,,46.0
BS1,BaseStation,2597.0,224.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1345.0,2149.0,,,,,,46.0
BS4,BaseStation,3739.0,2206.0,,,,,,46.0
BS5,BaseStation,14.0,4475.0,,,,,,46.0
BS6,BaseStation,2576.0,4342.0,,,,,,46.0
BS7,BaseStation,5000.0,4363.0,,,,,,46.0
