node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,1758.55042241,4325.57292025,0.0,24593.0,-1.0,600.0,0.0,
C1,Customer,1336.07967495,4451.99943919,0.0,28800.0,-1.0,600.0,0.0,
C2,Customer,1435.99497225,4269.183335,3414.0,28800.0,-1.0,600.0,0.0,
C3,Customer,1505.30330943,4412.01646731,0.0,26808.0,-1.0,600.0,0.0,
C4,Customer,1611.40486726,4486.42813906,0.0,28800.0,-1.0,600.0,0.0,
C5,Customer,1453.34171061,4307.03849449,12144.0,28800.0,-1.0,600.0,0.0,
C6,Customer,1488.39015368,4649.32848853,0.0,28800.0,-1.0,600.0,0.0,
C7,Customer,1521.99919818,4466.99643559,15778.0,28800.0,-1.0,600.0,0.0,
C8,Customer,1502.3785220999996,4234.82679513,9476.0,28800.0,-1.0,600.0,0.0,
C9,Customer,1751.53536304,4481.60817988,0.0,28800.0,-1.0,600.0,0.0,
C10,Customer,1487.41097273,4235.15144826,0.0,28779.0,-1.0,600.0,0.0,
C11,Customer,1649.97192698,4569.46721519,0.0,21805.0,-1.0,600.0,0.0,
C12,Customer,1607.11232666,4330.76054863,6697.0,24452.0,-1.0,600.0,0.0,
C13,Customer,1415.95094162,4604.69244202,6208.0,28800.0,-1.0,600.0,0.0,
C14,Customer,1562.72138877,4295.00159633,3188.0,18753.0,-1.0,600.0,0.0,
C15,Customer,1605.68749177,4426.26038653,2602.0,28800.0,-1.0,600.0,0.0,
C16,Customer,1601.17779852,4610.03322039,1119.0,16152.0,-1.0,600.0,0.0,
C17,Customer,1641.57107665,4551.79468941,0.0,28800.0,-1.0,600.0,0.0,
