node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,2444.0,798.0,0.0,16937.0,-1.0,600.0,0.0,
C1,Customer,2023.0,2138.0,13690.0,28800.0,-1.0,600.0,0.0,
C2,Customer,150.0,2614.0,0.0,26598.0,-1.0,600.0,0.0,
C3,Customer,403.0,1873.0,0.0,28800.0,-1.0,600.0,0.0,
C4,Customer,2437.0,4720.0,18270.0,28800.0,-1.0,600.0,0.0,
C5,Customer,2852.0,4517.0,0.0,28800.0,-1.0,600.0,0.0,
C6,Customer,4691.0,437.0,10222.0,28800.0,-1.0,600.0,0.0,
C7,Customer,127.0,3085.0,10352.0,28800.0,-1.0,600.0,0.0,
C8,Customer,1508.0,4883.0,17967.0,28800.0,-1.0,600.0,0.0,
C9,Customer,1797.0,3336.0,0.0,23354.0,-1.0,600.0,0.0,
C10,Customer,2508.0,1745.0,1759.0,20331.0,-1.0,600.0,0.0,
C11,Customer,3825.0,2428.0,1350.0,28800.0,-1.0,600.0,0.0,
C12,Customer,1107.0,100.0,0.0,25140.0,-1.0,600.0,0.0,
C13,Customer,3980.0,1409.0,0.0,28800.0,-1.0,600.0,0.0,
C14,Customer,2022.0,765.0,18004.0,28800.0,-1.0,600.0,0.0,
C15,Customer,1159.0,4997.0,0.0,18876.0,-1.0,600.0,0.0,
C16,Customer,3252.0,4326.0,770.0,25333.0,-1.0,600.0,0.0,
C17,Customer,592.0,4600.0,0.0,11600.0,-1.0,600.0,0.0,
C18,Customer,1024.0,2710.0,8465.0,28800.0,-1.0,600.0,0.0,
C19,Customer,3799.0,3102.0,3261.0,18611.0,-1.0,600.0,0.0,
C20,Customer,3715.0,1796.0,0.0,28800.0,-1.0,600.0,0.0,
C21,Customer,4669.0,4756.0,0.0,28800.0,-1.0,600.0,0.0,
C22,Customer,2371.0,2634.0,5007.0,28800.0,-1.0,600.0,0.0,
C23,Customer,3216.0,123.0,0.0,28800.0,-1.0,600.0,0.0,
C24,Customer,1904.0,2789.0,8812.0,28800.0,-1.0,600.0,0.0,
C25,Customer,1481.0,1629.0,946.0,28800.0,-1.0,600.0,0.0,
C26,Customer,116.0,4777.0,0.0,28800.0,-1.0,600.0,0.0,
C27,Customer,741.0,2236.0,0.0,24206.0,-1.0,600.0,0.0,
C28,Customer,824.0,1233.0,0.0,27389.0,-1.0,600.0,0.0,
C29,Customer,1909.0,4787.0,0.0,28800.0,-1.0,600.0,0.0,
C30,Customer,3593.0,1320.0,0.0,27671.0,-1.0,600.0,0.0,
C31,Customer,4588.0,2538.0,2707.0,28800.0,-1.0,600.0,0.0,
C32,Customer,2127.0,1502.0,13252.0,28800.0,-1.0,600.0,0.0,
C33,Customer,742.0,2589.0,201.0,28800.0,-1.0,600.0,0.0,
C34,Customer,417.0,3749.0,0.0,28800.0,-1.0,600.0,0.0,
C35,Customer,1924.0,4478.0,0.0,27629.0,-1.0,600.0,0.0,
C36,Customer,2960.0,2264.0,630.0,15406.0,-1.0,600.0,0.0,
C37,Customer,2276.0,508.0,0.0,11249.0,-1.0,600.0,0.0,
C38,Customer,1863.0,3137.0,2687.0,26706.0,-1.0,600.0,0.0,
C39,Customer,2414.0,3272.0,2284.0,19065.0,-1.0,600.0,0.0,
C40,Customer,7.0,1408.0,0.0,28800.0,-1.0,600.0,0.0,
C41,Customer,790.0,1111.0,10966.0,28800.0,-1.0,600.0,0.0,
C42,Customer,1890.0,3877.0,3819.0,28800.0,-1.0,600.0,0.0,
C43,Customer,2206.0,2495.0,87.0,17529.0,-1.0,600.0,0.0,
C44,Customer,1782.0,2458.0,0.0,27739.0,-1.0,600.0,0.0,
C45,Customer,1616.0,4825.0,0.0,19426.0,-1.0,600.0,0.0,
C46,Customer,1179.0,1527.0,0.0,28800.0,-1.0,600.0,0.0,
C47,Customer,4591.0,2511.0,7598.0,28800.0,-1.0,600.0,0.0,
C48,Customer,626.0,1125.0,6194.0,28800.0,-1.0,600.0,0.0,
C49,Customer,4071.0,1321.0,0.0,28800.0,-1.0,600.0,0.0,
BS0,BaseStation,0.0,0.0,,,,,,46.0
BS1,BaseStation,2500.0,0.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1250.0,2165.0,,,,,,46.0
BS4,BaseStation,3750.0,2165.0,,,,,,46.0
BS5,BaseStation,0.0,4330.0,,,,,,46.0
BS6,BaseStation,2500.0,4330.0,,,,,,46.0
BS7,BaseStation,5000.0,4330.0,,,,,,46.0
