node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,1183.23235913,972.13413904,14560.0,28800.0,-1.0,600.0,0.0,
C1,Customer,1385.51812391,1128.56941992,0.0,22688.0,-1.0,600.0,0.0,
C2,Customer,1230.15885833,1320.19131315,10989.0,28800.0,-1.0,600.0,0.0,
C3,Customer,1149.80470121,1178.93526947,6826.0,15257.0,-1.0,600.0,0.0,
C4,Customer,1106.66155198,1072.30687296,8584.0,28800.0,-1.0,600.0,0.0,
C5,Customer,1092.19334382,1125.91460051,5196.0,26889.0,-1.0,600.0,0.0,
C6,Customer,1226.84663687,1175.04877994,0.0,11397.0,-1.0,600.0,0.0,
C7,Customer,1180.71136002,1195.24940017,8155.0,18789.0,-1.0,600.0,0.0,
C8,Customer,1159.87880064,1106.11403046,5856.0,28800.0,-1.0,600.0,0.0,
C9,Customer,1334.69027472,1264.9020658,1481.0,27352.0,-1.0,600.0,0.0,
BS0,BaseStation,0.0,0.0,,,,,,46.0
BS1,BaseStation,2500.0,0.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1250.0,2165.0,,,,,,46.0
BS4,BaseStation,3750.0,2165.0,,,,,,46.0
BS5,BaseStation,0.0,4330.0,,,,,,46.0
BS6,BaseStation,2500.0,4330.0,,,,,,46.0
BS7,BaseStation,5000.0,4330.0,,,,,,46.0
