node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,4923.03442129,2579.01681645,0.0,21476.0,-1.0,600.0,0.0,
C1,Customer,4925.47884543,2582.54476521,11603.0,28800.0,-1.0,600.0,0.0,
C2,Customer,5046.68091098,2392.38140276,0.0,20808.0,-1.0,600.0,0.0,
C3,Customer,4886.24643299,2534.29331438,0.0,18663.0,-1.0,600.0,0.0,
C4,Customer,4989.10086268,2640.41513767,0.0,28800.0,-1.0,600.0,0.0,
C5,Customer,1964.66822111,4260.02306054,8180.0,28800.0,-1.0,600.0,0.0,
C6,Customer,1762.0000001,4123.99339839,0.0,13496.0,-1.0,600.0,0.0,
C7,Customer,2162.25863426,3987.34603004,0.0,18871.0,-1.0,600.0,0.0,
C8,Customer,1999.0741229,4051.21039853,0.0,28800.0,-1.0,600.0,0.0,
C9,Customer,2075.01804125,4143.40638862,0.0,28800.0,-1.0,600.0,0.0,
C10,Customer,1964.13179512,4289.14073896,0.0,7748.0,-1.0,600.0,0.0,
C11,Customer,2008.52746586,4109.74382158,2298.0,28800.0,-1.0,600.0,0.0,
C12,Customer,2222.13661371,4154.03553775,6072.0,28800.0,-1.0,600.0,0.0,
C13,Customer,1857.34774065,4208.91241816,0.0,28800.0,-1.0,600.0,0.0,
C14,Customer,1871.78734653,4186.83785739,11257.0,28800.0,-1.0,600.0,0.0,
C15,Customer,2007.58200811,4211.03101082,0.0,28279.0,-1.0,600.0,0.0,
C16,Customer,1924.72166118,4114.95850788,0.0,28800.0,-1.0,600.0,0.0,
C17,Customer,1977.02890378,4103.37888473,1705.0,28800.0,-1.0,600.0,0.0,
C18,Customer,1920.99880332,4340.85215332,0.0,28800.0,-1.0,600.0,0.0,
C19,Customer,1990.94062341,4184.184582800001,0.0,28800.0,-1.0,600.0,0.0,
BS0,BaseStation,176.0,40.0,,,,,,46.0
BS1,BaseStation,2597.0,224.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1345.0,2149.0,,,,,,46.0
BS4,BaseStation,3739.0,2206.0,,,,,,46.0
BS5,BaseStation,14.0,4475.0,,,,,,46.0
BS6,BaseStation,2576.0,4342.0,,,,,,46.0
BS7,BaseStation,5000.0,4363.0,,,,,,46.0
