node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,4484.0,430.0,5706.0,28800.0,-1.0,600.0,0.0,
C1,Customer,1641.0,4187.0,0.0,28800.0,-1.0,600.0,0.0,
C2,Customer,3114.0,2446.0,502.0,28800.0,-1.0,600.0,0.0,
C3,Customer,4984.0,2659.0,0.0,28800.0,-1.0,600.0,0.0,
C4,Customer,4353.0,1589.0,0.0,28800.0,-1.0,600.0,0.0,
C5,Customer,4071.0,2956.0,0.0,28800.0,-1.0,600.0,0.0,
C6,Customer,4009.0,2681.0,5392.0,28800.0,-1.0,600.0,0.0,
C7,Customer,2105.0,4180.0,0.0,21260.0,-1.0,600.0,0.0,
C8,Customer,3942.0,2251.0,0.0,28800.0,-1.0,600.0,0.0,
C9,Customer,3191.0,4420.0,6628.0,28800.0,-1.0,600.0,0.0,
BS0,BaseStation,0.0,0.0,,,,,,46.0
BS1,BaseStation,2500.0,0.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1250.0,2165.0,,,,,,46.0
BS4,BaseStation,3750.0,2165.0,,,,,,46.0
BS5,BaseStation,0.0,4330.0,,,,,,46.0
BS6,BaseStation,2500.0,4330.0,,,,,,46.0
BS7,BaseStation,5000.0,4330.0,,,,,,46.0
