node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,1552.0,2322.0,0.0,28800.0,-1.0,600.0,0.0,
C1,Customer,3224.0,3510.0,0.0,19467.0,-1.0,600.0,0.0,
C2,Customer,2197.0,207.0,0.0,28800.0,-1.0,600.0,0.0,
C3,Customer,1134.0,4262.0,8344.0,28800.0,-1.0,600.0,0.0,
C4,Customer,25.0,3421.0,0.0,12000.0,-1.0,600.0,0.0,
C5,Customer,1488.0,4089.0,12508.0,28800.0,-1.0,600.0,0.0,
C6,Customer,956.0,1910.0,3716.0,20301.0,-1.0,600.0,0.0,
C7,Customer,1913.0,2860.0,2995.0,18114.0,-1.0,600.0,0.0,
C8,Customer,2934.0,216.0,0.0,28800.0,-1.0,600.0,0.0,
C9,Customer,1469.0,24.0,3223.0,28800.0,-1.0,600.0,0.0,
C10,Customer,2721.0,4163.0,0.0,27541.0,-1.0,600.0,0.0,
C11,Customer,1896.0,3026.0,0.0,20874.0,-1.0,600.0,0.0,
C12,Customer,928.0,2282.0,0.0,22255.0,-1.0,600.0,0.0,
C13,Customer,2811.0,1740.0,0.0,28800.0,-1.0,600.0,0.0,
C14,Customer,469.0,4387.0,0.0,28800.0,-1.0,600.0,0.0,
C15,Customer,2335.0,3781.0,4263.0,28800.0,-1.0,600.0,0.0,
C16,Customer,525.0,2775.0,0.0,23942.0,-1.0,600.0,0.0,
C17,Customer,1863.0,2603.0,15206.0,28800.0,-1.0,600.0,0.0,
C18,Customer,1720.0,1162.0,0.0,28800.0,-1.0,600.0,0.0,
C19,Customer,591.0,4075.0,0.0,28800.0,-1.0,600.0,0.0,
BS0,BaseStation,176.0,40.0,,,,,,46.0
BS1,BaseStation,2597.0,224.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1345.0,2149.0,,,,,,46.0
BS4,BaseStation,3739.0,2206.0,,,,,,46.0
BS5,BaseStation,14.0,4475.0,,,,,,46.0
BS6,BaseStation,2576.0,4342.0,,,,,,46.0
BS7,BaseStation,5000.0,4363.0,,,,,,46.0
