node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,4878.0,1758.0,0.0,15621.0,-1.0,600.0,0.0,
C1,Customer,4556.0,4717.0,2411.0,17472.0,-1.0,600.0,0.0,
C2,Customer,43.0,750.0,6946.0,19180.0,-1.0,600.0,0.0,
C3,Customer,1435.0,2433.0,13188.0,28800.0,-1.0,600.0,0.0,
C4,Customer,1323.0,1912.0,0.0,11070.0,-1.0,600.0,0.0,
C5,Customer,1923.0,1084.0,0.0,19506.0,-1.0,600.0,0.0,
C6,Customer,17.0,3526.0,6819.0,28800.0,-1.0,600.0,0.0,
C7,Customer,47.0,2283.0,13659.0,28800.0,-1.0,600.0,0.0,
C8,Customer,3503.0,4584.0,18657.0,28800.0,-1.0,600.0,0.0,
C9,Customer,2847.0,2597.0,6263.0,16749.0,-1.0,600.0,0.0,
C10,Customer,271.0,2588.0,8866.0,28800.0,-1.0,600.0,0.0,
C11,Customer,2315.0,130.0,14106.0,27827.0,-1.0,600.0,0.0,
C12,Customer,2561.0,4820.0,8055.0,22209.0,-1.0,600.0,0.0,
C13,Customer,2838.0,440.0,0.0,16185.0,-1.0,600.0,0.0,
C14,Customer,102.0,1821.0,9843.0,28800.0,-1.0,600.0,0.0,
C15,Customer,2103.0,3080.0,0.0,14639.0,-1.0,600.0,0.0,
C16,Customer,2821.0,2025.0,237.0,20710.0,-1.0,600.0,0.0,
C17,Customer,2321.0,1887.0,13605.0,28800.0,-1.0,600.0,0.0,
C18,Customer,1841.0,4795.0,16007.0,28800.0,-1.0,600.0,0.0,
C19,Customer,3259.0,222.0,0.0,20314.0,-1.0,600.0,0.0,
C20,Customer,1617.0,687.0,3981.0,15548.0,-1.0,600.0,0.0,
C21,Customer,2362.0,2790.0,1216.0,16283.0,-1.0,600.0,0.0,
C22,Customer,2001.0,592.0,5219.0,19476.0,-1.0,600.0,0.0,
C23,Customer,540.0,2437.0,0.0,15437.0,-1.0,600.0,0.0,
C24,Customer,15.0,2596.0,11458.0,22547.0,-1.0,600.0,0.0,
C25,Customer,3684.0,4086.0,0.0,21438.0,-1.0,600.0,0.0,
C26,Customer,351.0,1137.0,15380.0,28800.0,-1.0,600.0,0.0,
C27,Customer,3777.0,4239.0,6543.0,22312.0,-1.0,600.0,0.0,
C28,Customer,2318.0,2504.0,13412.0,28800.0,-1.0,600.0,0.0,
C29,Customer,2096.0,3103.0,20349.0,28800.0,-1.0,600.0,0.0,
C30,Customer,916.0,2009.0,0.0,20505.0,-1.0,600.0,0.0,
C31,Customer,1672.0,4117.0,12104.0,24966.0,-1.0,600.0,0.0,
C32,Customer,54.0,3664.0,0.0,9056.0,-1.0,600.0,0.0,
C33,Customer,2131.0,1186.0,21437.0,28800.0,-1.0,600.0,0.0,
C34,Customer,3698.0,649.0,4072.0,19653.0,-1.0,600.0,0.0,
C35,Customer,4770.0,2441.0,5528.0,25876.0,-1.0,600.0,0.0,
C36,Customer,4695.0,3421.0,8000.0,28800.0,-1.0,600.0,0.0,
C37,Customer,1110.0,1822.0,0.0,27217.0,-1.0,600.0,0.0,
C38,Customer,89.0,4472.0,14033.0,21426.0,-1.0,600.0,0.0,
C39,Customer,2409.0,1976.0,10881.0,24936.0,-1.0,600.0,0.0,
C40,Customer,4015.0,1582.0,9031.0,26389.0,-1.0,600.0,0.0,
C41,Customer,1294.0,3166.0,17123.0,28800.0,-1.0,600.0,0.0,
C42,Customer,4792.0,2485.0,4639.0,12621.0,-1.0,600.0,0.0,
C43,Customer,3752.0,4397.0,0.0,13999.0,-1.0,600.0,0.0,
C44,Customer,1718.0,2932.0,7666.0,24365.0,-1.0,600.0,0.0,
C45,Customer,3664.0,684.0,10130.0,28800.0,-1.0,600.0,0.0,
C46,Customer,4537.0,490.0,11450.0,28800.0,-1.0,600.0,0.0,
C47,Customer,3288.0,4177.0,1367.0,21498.0,-1.0,600.0,0.0,
C48,Customer,337.0,2855.0,22088.0,28800.0,-1.0,600.0,0.0,
C49,Customer,1138.0,1784.0,0.0,13288.0,-1.0,600.0,0.0,
BS0,BaseStation,176.0,40.0,,,,,,46.0
BS1,BaseStation,2597.0,224.0,,,,,,46.0
BS2,BaseStation,5000.0,0.0,,,,,,46.0
BS3,BaseStation,1345.0,2149.0,,,,,,46.0
BS4,BaseStation,3739.0,2206.0,,,,,,46.0
BS5,BaseStation,14.0,4475.0,,,,,,46.0
BS6,BaseStation,2576.0,4342.0,,,,,,46.0
BS7,BaseStation,5000.0,4363.0,,,,,,46.0
