node,type,x,y,earliest_time,latest_time,is_loading,waiting_time,is_charging,P
D0,Depot,0.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D1,Depot,5000.0,0.0,0.0,28800.0,1.0,600.0,1.0,
D2,Depot,5000.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
D3,Depot,0.0,5000.0,0.0,28800.0,1.0,600.0,1.0,
CS0,ChargingStation,1250.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS1,ChargingStation,3750.0,1443.0,0.0,28800.0,0.0,600.0,1.0,
CS2,ChargingStation,1250.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS3,ChargingStation,3750.0,2886.0,0.0,28800.0,0.0,600.0,1.0,
CS4,ChargingStation,2500.0,721.0,0.0,28800.0,0.0,600.0,1.0,
CS5,ChargingStation,2500.0,3608.0,0.0,28800.0,0.0,600.0,1.0,
C0,Customer,4806.0,4758.0,0.0,28800.0,-1.0,600.0,0.0,
C1,Customer,3282.0,3870.0,0.0,28800.0,-1.0,600.0,0.0,
C2,Customer,801.0,2592.0,12379.0,26814.0,-1.0,600.0,0.0,
C3,Customer,3123.0,631.0,0.0,28800.0,-1.0,600.0,0.0,
C4,Customer,81.0,4703.0,19999.0,28800.0,-1.0,600.0,0.0,
C5,Customer,41.0,2148.0,0.0,28800.0,-1.0,600.0,0.0,
C6,Customer,3537.0,2979.0,0.0,28800.0,-1.0,600.0,0.0,
C7,Customer,4355.0,19.0,0.0,10074.0,-1.0,600.0,0.0,
C8,Customer,744.0,3729.0,0.0,28800.0,-1.0,600.0,0.0,
C9,Customer,1886.0,2307.0,0.0,28800.0,-1.0,600.0,0.0,
C10,Customer,2694.0,3772.0,0.0,28800.0,-1.0,600.0,0.0,
C11,Customer,4.0,1679.0,0.0,28800.0,-1.0,600.0,0.0,
C12,Customer,4740.0,4969.0,4835.0,28800.0,-1.0,600.0,0.0,
C13,Customer,575.0,4472.0,0.0,28800.0,-1.0,600.0,0.0,
C14,Customer,4844.0,2966.0,3587.0,23566.0,-1.0,600.0,0.0,
C15,Customer,4083.0,2058.0,0.0,22256.0,-1.0,600.0,0.0,
C16,Customer,4886.0,1068.0,0.0,28800.0,-1.0,600.0,0.0,
C17,Customer,2135.0,2188.0,6913.0,21988.0,-1.0,600.0,0.0,
C18,Customer,2842.0,3075.0,0.0,27701.0,-1.0,600.0,0.0,
C19,Customer,1036.0,1302.0,0.0,24851.0,-1.0,600.0,0.0,
C20,Customer,4098.0,652.0,3991.0,28800.0,-1.0,600.0,0.0,
